batch_idx,iter,reward,baseline,r_calib,r_sharp,r_llm,kl,pg_loss,total_loss
0,0,0.26204028725624084,0.013102014362812053,0.4307268559932709,1.395621657371521,0.5,0.0,109.6586685180664,109.6586685180664
0,1,0.46995559334754944,0.03594469331204894,0.6439499855041504,1.4133142232894897,0.5,5.490875309988041e-09,184.38343811035156,184.38343811035156
0,2,0.22651821374893188,0.04547336933389309,0.5112460851669312,1.7824259996414185,0.5,7.2011516749626026e-09,79.2498779296875,79.2498779296875
0,3,-0.05784545838832855,0.040307427947782005,0.10987091064453125,1.3923877477645874,0.5,3.6054146335118276e-08,-56.85204315185547,-56.85204315185547
0,4,0.3014518618583679,0.053364649643311314,0.534355103969574,1.6096775531768799,0.5,5.063353114564961e-08,101.38776397705078,101.38776397705078
0,5,0.1002054214477539,0.05570668823353345,0.33937954902648926,1.6305803060531616,0.5,4.1163044528502724e-08,21.07506561279297,21.07506561279297
0,6,0.09833337366580963,0.05783802250514726,0.2463212013244629,1.3266260623931885,0.5,5.97609215446937e-08,16.930912017822266,16.930912017822266
0,7,0.4422711730003357,0.07705968002990671,0.7208884358406067,1.7620574235916138,0.5,6.089182136292948e-08,158.95884704589844,158.95884704589844
0,8,0.17116276919841766,0.08176483448833226,0.36639124155044556,1.4840948581695557,0.5,2.6136996211789665e-07,25.856504440307617,25.856504440307617
0,9,0.2016240954399109,0.0877577975359112,0.5086032748222351,1.8565971851348877,0.5,3.960871453045911e-08,52.59852981567383,52.59852981567383
0,10,0.23802275955677032,0.09527104563695417,0.4770001173019409,1.6299245357513428,0.5,2.7616525244411605e-07,59.635379791259766,59.635379791259766
0,11,0.5125812292098999,0.11613655481560148,0.6932397484779358,1.4355283975601196,0.5,4.1361937519468484e-07,164.54396057128906,164.54396057128906
0,12,0.19975587725639343,0.12031752093764109,0.39416924118995667,1.4813777208328247,0.5,4.227414081015013e-07,30.921100616455078,30.921100616455078
0,13,0.16677074134349823,0.12264018195793394,0.3902754783630371,1.5783491134643555,0.5,2.063186173018039e-07,13.623063087463379,13.623063087463379
0,14,0.21874672174453735,0.1274455089472641,0.4771209955215454,1.6945809125900269,0.5,3.1720816195957013e-07,41.14995574951172,41.14995574951172
0,15,0.03846222907304764,0.12299634495355329,0.28841152787208557,1.6664975881576538,0.5,4.7291851501540805e-07,-16.216745376586914,-16.216745376586914
0,16,0.125098317861557,0.12310144359895347,0.38705864548683167,1.7065343856811523,0.5,1.8548735170043074e-07,-17.36640167236328,-17.36640167236328
0,17,0.15695756673812866,0.12479424975591223,0.3673902750015259,1.534775733947754,0.5,6.114356096986739e-07,-1.2738237380981445,-1.273823618888855
0,18,0.4909348785877228,0.14310128119750276,0.7016009092330933,1.535553216934204,0.5,4.857147359871306e-07,151.50686645507812,151.50686645507812
0,19,0.1540973037481308,0.14365108232503415,0.41917383670806885,1.7169218063354492,0.5,4.2661156385293e-07,-3.8224143981933594,-3.8224143981933594
